 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 5.    Time:  10:58:48
 Units: L = cm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
      845  0.1060976E+03  0.23298E-01    2     1908    -4    -5     T
      846  0.1061279E+03  0.30287E-01    2     1910    -4    -5     T
      847  0.1061673E+03  0.39374E-01    2     1912    -4    -5     T
      848  0.1062185E+03  0.51186E-01    2     1914    -4    -5     T
      849  0.1062850E+03  0.66542E-01    2     1916    -4    -5     T
      850  0.1063744E+03  0.89373E-01    2     1918    -4    -5     T
      851  0.1064787E+03  0.10427E+00    2     1920    -4    -5     T
      852  0.1066090E+03  0.13034E+00    3     1923    -4    -5     T
      853  0.1068045E+03  0.19550E+00    3     1926    -4    -5     T
      854  0.1070000E+03  0.19550E+00    3     1929    -4    -5     T
      855  0.1070010E+03  0.10000E-02    2     1931    -4    -5     T
      856  0.1070023E+03  0.13000E-02    2     1933    -4    -5     T
      857  0.1070040E+03  0.16900E-02    2     1935    -4    -5     T
      858  0.1070062E+03  0.21970E-02    2     1937    -4    -5     T
      859  0.1070090E+03  0.28561E-02    2     1939    -4    -5     T
      860  0.1070128E+03  0.37129E-02    2     1941    -4    -5     T
      861  0.1070176E+03  0.48268E-02    2     1943    -4    -5     T
      862  0.1070239E+03  0.62749E-02    2     1945    -4    -5     T
      863  0.1070320E+03  0.81573E-02    2     1947    -4    -5     T
      864  0.1070426E+03  0.10604E-01    2     1949    -4    -5     T
      865  0.1070564E+03  0.13786E-01    2     1951    -4    -5     T
      866  0.1070743E+03  0.17922E-01    2     1953    -4    -5     T
      867  0.1070976E+03  0.23298E-01    2     1955    -4    -5     T
      868  0.1071279E+03  0.30287E-01    2     1957    -4    -5     T
      869  0.1071673E+03  0.39374E-01    2     1959    -4    -5     T
      870  0.1072185E+03  0.51186E-01    2     1961    -4    -5     T
      871  0.1072850E+03  0.66542E-01    2     1963    -4    -5     T
      872  0.1073744E+03  0.89373E-01    2     1965    -4    -5     T
      873  0.1074787E+03  0.10427E+00    2     1967    -4    -5     T
      874  0.1076090E+03  0.13034E+00    2     1969    -4    -5     T
      875  0.1078045E+03  0.19550E+00    3     1972    -4    -5     T
      876  0.1080000E+03  0.19550E+00    3     1975    -4    -5     T
      877  0.1080010E+03  0.10000E-02    2     1977    -4    -5     T
      878  0.1080023E+03  0.13000E-02    2     1979    -4    -5     T
      879  0.1080040E+03  0.16900E-02    2     1981    -4    -5     T
      880  0.1080062E+03  0.21970E-02    2     1983    -4    -5     T
      881  0.1080090E+03  0.28561E-02    2     1985    -4    -5     T
      882  0.1080128E+03  0.37129E-02    2     1987    -4    -5     T
      883  0.1080176E+03  0.48268E-02    2     1989    -4    -5     T
      884  0.1080239E+03  0.62749E-02    2     1991    -4    -5     T
      885  0.1080320E+03  0.81573E-02    2     1993    -4    -5     T
      886  0.1080426E+03  0.10604E-01    2     1995    -4    -5     T
      887  0.1080564E+03  0.13786E-01    2     1997    -4    -5     T
      888  0.1080743E+03  0.17922E-01    2     1999    -4    -5     T
      889  0.1080976E+03  0.23298E-01    2     2001    -4    -5     T
      890  0.1081279E+03  0.30287E-01    2     2003    -4    -5     T
      891  0.1081673E+03  0.39374E-01    2     2005    -4    -5     T
      892  0.1082185E+03  0.51186E-01    2     2007    -4    -5     T
      893  0.1082850E+03  0.66542E-01    2     2009    -4    -5     T
      894  0.1083744E+03  0.89373E-01    2     2011    -4    -5     T
      895  0.1084787E+03  0.10427E+00    2     2013    -4    -5     T
      896  0.1086090E+03  0.13034E+00    2     2015    -4    -5     T
      897  0.1088045E+03  0.19550E+00    2     2017    -4    -5     T
      898  0.1090000E+03  0.19550E+00    2     2019    -4    -5     T
      899  0.1092500E+03  0.25000E+00    3     2022    -4    -5     T
      900  0.1096250E+03  0.37500E+00    2     2024    -4    -5     T
      901  0.1100000E+03  0.37500E+00    2     2026    -4    -5     T
      902  0.1105000E+03  0.50000E+00    2     2028    -4    -5     T
      903  0.1110000E+03  0.50000E+00    2     2030    -4    -5     T
      904  0.1115000E+03  0.50000E+00    2     2032    -4    -5     T
      905  0.1120000E+03  0.50000E+00    2     2034    -4    -5     T
      906  0.1120010E+03  0.10000E-02    2     2036    -4    -5     T
      907  0.1120023E+03  0.13000E-02    2     2038    -4    -5     T
      908  0.1120040E+03  0.16900E-02    2     2040    -4    -5     T
      909  0.1120062E+03  0.21970E-02    2     2042    -4    -5     T
      910  0.1120090E+03  0.28561E-02    2     2044    -4    -5     T
      911  0.1120128E+03  0.37129E-02    2     2046    -4    -5     T
      912  0.1120176E+03  0.48268E-02    2     2048    -4    -5     T
      913  0.1120239E+03  0.62749E-02    2     2050    -4    -5     T
      914  0.1120320E+03  0.81573E-02    2     2052    -4    -5     T
      915  0.1120426E+03  0.10604E-01    2     2054    -4    -5     T
      916  0.1120564E+03  0.13786E-01    2     2056    -4    -5     T
      917  0.1120743E+03  0.17922E-01    2     2058    -4    -5     T
      918  0.1120976E+03  0.23298E-01    2     2060    -4    -5     T
      919  0.1121279E+03  0.30287E-01    2     2062    -4    -5     T
      920  0.1121673E+03  0.39374E-01    2     2064    -4    -5     T
      921  0.1122185E+03  0.51186E-01    2     2066    -4    -5     T
      922  0.1122850E+03  0.66542E-01    2     2068    -4    -5     T
      923  0.1123744E+03  0.89373E-01    2     2070    -4    -5     T
      924  0.1124787E+03  0.10427E+00    2     2072    -4    -5     T
      925  0.1126090E+03  0.13034E+00    2     2074    -4    -5     T
      926  0.1128045E+03  0.19550E+00    2     2076    -4    -5     T
      927  0.1130000E+03  0.19550E+00    2     2078    -4    -5     T
      928  0.1130010E+03  0.10000E-02    2     2080    -4    -5     T
      929  0.1130023E+03  0.13000E-02    2     2082    -4    -5     T
      930  0.1130040E+03  0.16900E-02    2     2084    -4    -5     T
      931  0.1130062E+03  0.21970E-02    2     2086    -4    -5     T
      932  0.1130090E+03  0.28561E-02    2     2088    -4    -5     T
      933  0.1130128E+03  0.37129E-02    2     2090    -4    -5     T
      934  0.1130176E+03  0.48268E-02    2     2092    -4    -5     T
      935  0.1130239E+03  0.62749E-02    2     2094    -4    -5     T
      936  0.1130320E+03  0.81573E-02    2     2096    -4    -5     T
      937  0.1130426E+03  0.10604E-01    2     2098    -4    -5     T
      938  0.1130564E+03  0.13786E-01    2     2100    -4    -5     T
      939  0.1130743E+03  0.17922E-01    2     2102    -4    -5     T
      940  0.1130976E+03  0.23298E-01    2     2104    -4    -5     T
      941  0.1131279E+03  0.30287E-01    2     2106    -4    -5     T
      942  0.1131673E+03  0.39374E-01    2     2108    -4    -5     T
      943  0.1132185E+03  0.51186E-01    2     2110    -4    -5     T
      944  0.1132850E+03  0.66542E-01    2     2112    -4    -5     T
      945  0.1133744E+03  0.89373E-01    2     2114    -4    -5     T
      946  0.1134787E+03  0.10427E+00    2     2116    -4    -5     T
      947  0.1136090E+03  0.13034E+00    2     2118    -4    -5     T
      948  0.1138045E+03  0.19550E+00    2     2120    -4    -5     T
      949  0.1140000E+03  0.19550E+00    2     2122    -4    -5     T
      950  0.1140010E+03  0.10000E-02    2     2124    -4    -5     T
      951  0.1140023E+03  0.13000E-02    2     2126    -4    -5     T
      952  0.1140040E+03  0.16900E-02    2     2128    -4    -5     T
      953  0.1140062E+03  0.21970E-02    2     2130    -4    -5     T
      954  0.1140090E+03  0.28561E-02    2     2132    -4    -5     T
      955  0.1140128E+03  0.37129E-02    2     2134    -4    -5     T
      956  0.1140176E+03  0.48268E-02    2     2136    -4    -5     T
      957  0.1140239E+03  0.62749E-02    2     2138    -4    -5     T
      958  0.1140320E+03  0.81573E-02    2     2140    -4    -5     T
      959  0.1140426E+03  0.10604E-01    2     2142    -4    -5     T
      960  0.1140564E+03  0.13786E-01    2     2144    -4    -5     T
      961  0.1140743E+03  0.17922E-01    2     2146    -4    -5     T
      962  0.1140976E+03  0.23298E-01    2     2148    -4    -5     T
      963  0.1141279E+03  0.30287E-01    2     2150    -4    -5     T
      964  0.1141673E+03  0.39374E-01    2     2152    -4    -5     T
      965  0.1142185E+03  0.51186E-01    2     2154    -4    -5     T
      966  0.1142850E+03  0.66542E-01    2     2156    -4    -5     T
      967  0.1143744E+03  0.89373E-01    2     2158    -4    -5     T
      968  0.1144787E+03  0.10427E+00    2     2160    -4    -5     T
      969  0.1146090E+03  0.13034E+00    3     2163    -4    -5     T
      970  0.1148045E+03  0.19550E+00    4     2167    -4    -5     T
      971  0.1150000E+03  0.19550E+00    3     2170    -4    -5     T
      972  0.1150010E+03  0.10000E-02    2     2172    -4    -5     T
      973  0.1150023E+03  0.13000E-02    2     2174    -4    -5     T
      974  0.1150040E+03  0.16900E-02    2     2176    -4    -5     T
      975  0.1150062E+03  0.21970E-02    2     2178    -4    -5     T
      976  0.1150090E+03  0.28561E-02    2     2180    -4    -5     T
      977  0.1150128E+03  0.37129E-02    2     2182    -4    -5     T
      978  0.1150176E+03  0.48268E-02    2     2184    -4    -5     T
      979  0.1150239E+03  0.62749E-02    2     2186    -4    -5     T
      980  0.1150320E+03  0.81573E-02    2     2188    -4    -5     T
      981  0.1150426E+03  0.10604E-01    2     2190    -4    -5     T
      982  0.1150564E+03  0.13786E-01    2     2192    -4    -5     T
      983  0.1150743E+03  0.17922E-01    2     2194    -4    -5     T
      984  0.1150976E+03  0.23298E-01    2     2196    -4    -5     T
      985  0.1151279E+03  0.30287E-01    2     2198    -4    -5     T
      986  0.1151673E+03  0.39374E-01    2     2200    -4    -5     T
      987  0.1152185E+03  0.51186E-01    2     2202    -4    -5     T
      988  0.1152850E+03  0.66542E-01    2     2204    -4    -5     T
      989  0.1153744E+03  0.89373E-01    2     2206    -4    -5     T
      990  0.1154787E+03  0.10427E+00    2     2208    -4    -5     T
      991  0.1156090E+03  0.13034E+00    2     2210    -4    -5     T
      992  0.1158045E+03  0.19550E+00    2     2212    -4    -5     T
      993  0.1160000E+03  0.19550E+00    2     2214    -4    -5     T
      994  0.1162500E+03  0.25000E+00    2     2216    -4    -5     T
      995  0.1166250E+03  0.37500E+00    2     2218    -4    -5     T
      996  0.1170000E+03  0.37500E+00    2     2220    -4    -5     T
      997  0.1175000E+03  0.50000E+00    3     2223    -4    -5     T
      998  0.1180000E+03  0.50000E+00    2     2225    -4    -5     T
      999  0.1180010E+03  0.10000E-02    2     2227    -4    -5     T
     1000  0.1180023E+03  0.13000E-02    2     2229    -4    -5     T
     1001  0.1180040E+03  0.16900E-02    2     2231    -4    -5     T
     1002  0.1180062E+03  0.21970E-02    2     2233    -4    -5     T
     1003  0.1180090E+03  0.28561E-02    2     2235    -4    -5     T
     1004  0.1180128E+03  0.37129E-02    2     2237    -4    -5     T
     1005  0.1180176E+03  0.48268E-02    2     2239    -4    -5     T
     1006  0.1180239E+03  0.62749E-02    2     2241    -4    -5     T
     1007  0.1180320E+03  0.81573E-02    2     2243    -4    -5     T
     1008  0.1180426E+03  0.10604E-01    2     2245    -4    -5     T
     1009  0.1180564E+03  0.13786E-01    2     2247    -4    -5     T
     1010  0.1180743E+03  0.17922E-01    2     2249    -4    -5     T
     1011  0.1180976E+03  0.23298E-01    2     2251    -4    -5     T
     1012  0.1181279E+03  0.30287E-01    2     2253    -4    -5     T
     1013  0.1181673E+03  0.39374E-01    2     2255    -4    -5     T
     1014  0.1182185E+03  0.51186E-01    2     2257    -4    -5     T
     1015  0.1182850E+03  0.66542E-01    2     2259    -4    -5     T
     1016  0.1183744E+03  0.89373E-01    2     2261    -4    -5     T
     1017  0.1184787E+03  0.10427E+00    2     2263    -4    -5     T
     1018  0.1186090E+03  0.13034E+00    2     2265    -4    -5     T
     1019  0.1188045E+03  0.19550E+00    2     2267    -4    -5     T
     1020  0.1190000E+03  0.19550E+00    2     2269    -4    -5     T
     1021  0.1190010E+03  0.10000E-02    2     2271    -4    -5     T
     1022  0.1190023E+03  0.13000E-02    2     2273    -4    -5     T
     1023  0.1190040E+03  0.16900E-02    2     2275    -4    -5     T
     1024  0.1190062E+03  0.21970E-02    2     2277    -4    -5     T
     1025  0.1190090E+03  0.28561E-02    2     2279    -4    -5     T
     1026  0.1190128E+03  0.37129E-02    2     2281    -4    -5     T
     1027  0.1190176E+03  0.48268E-02    2     2283    -4    -5     T
     1028  0.1190239E+03  0.62749E-02    2     2285    -4    -5     T
     1029  0.1190320E+03  0.81573E-02    2     2287    -4    -5     T
     1030  0.1190426E+03  0.10604E-01    2     2289    -4    -5     T
     1031  0.1190564E+03  0.13786E-01    2     2291    -4    -5     T
     1032  0.1190743E+03  0.17922E-01    2     2293    -4    -5     T
     1033  0.1190976E+03  0.23298E-01    2     2295    -4    -5     T
     1034  0.1191279E+03  0.30287E-01    2     2297    -4    -5     T
     1035  0.1191673E+03  0.39374E-01    2     2299    -4    -5     T
     1036  0.1192185E+03  0.51186E-01    2     2301    -4    -5     T
     1037  0.1192850E+03  0.66542E-01    2     2303    -4    -5     T
     1038  0.1193744E+03  0.89373E-01    2     2305    -4    -5     T
     1039  0.1194787E+03  0.10427E+00    2     2307    -4    -5     T
     1040  0.1196090E+03  0.13034E+00    2     2309    -4    -5     T
     1041  0.1198045E+03  0.19550E+00    2     2311    -4    -5     T
     1042  0.1200000E+03  0.19550E+00    2     2313    -4    -5     T
     1043  0.1202500E+03  0.25000E+00    4     2317    -4    -5     T
     1044  0.1205000E+03  0.25000E+00    3     2320    -4    -5     T
     1045  0.1207500E+03  0.25000E+00    2     2322    -4    -5     T
     1046  0.1210000E+03  0.25000E+00    2     2324    -4    -5     T
     1047  0.1215000E+03  0.50000E+00    2     2326    -4    -5     T
     1048  0.1220000E+03  0.50000E+00    2     2328    -4    -5     T
     1049  0.1225000E+03  0.50000E+00    2     2330    -4    -5     T
     1050  0.1230000E+03  0.50000E+00    2     2332    -4    -5     T
     1051  0.1240000E+03  0.10000E+01    2     2334    -4    -5     T
     1052  0.1250000E+03  0.10000E+01    2     2336    -4    -5     T
     1053  0.1260000E+03  0.10000E+01    3     2339    -4    -5     T
     1054  0.1270000E+03  0.10000E+01    3     2342    -4    -5     T
     1055  0.1280000E+03  0.10000E+01    2     2344    -4    -5     T
     1056  0.1290000E+03  0.10000E+01    2     2346    -4    -5     T
     1057  0.1300000E+03  0.10000E+01    3     2349    -4    -5     T
     1058  0.1310000E+03  0.10000E+01    3     2352    -4    -5     T
     1059  0.1320000E+03  0.10000E+01    4     2356    -4    -5     T
     1060  0.1330000E+03  0.10000E+01    5     2361    -4    -5     T
     1061  0.1330010E+03  0.10000E-02    2     2363    -4    -5     T
     1062  0.1330023E+03  0.13000E-02    2     2365    -4    -5     T
     1063  0.1330040E+03  0.16900E-02    2     2367    -4    -5     T
     1064  0.1330062E+03  0.21970E-02    2     2369    -4    -5     T
     1065  0.1330090E+03  0.28561E-02    2     2371    -4    -5     T
     1066  0.1330128E+03  0.37129E-02    2     2373    -4    -5     T
     1067  0.1330176E+03  0.48268E-02    2     2375    -4    -5     T
     1068  0.1330239E+03  0.62749E-02    2     2377    -4    -5     T
     1069  0.1330320E+03  0.81573E-02    2     2379    -4    -5     T
     1070  0.1330426E+03  0.10604E-01    2     2381    -4    -5     T
     1071  0.1330564E+03  0.13786E-01    2     2383    -4    -5     T
     1072  0.1330743E+03  0.17922E-01    2     2385    -4    -5     T
     1073  0.1330976E+03  0.23298E-01    2     2387    -4    -5     T
     1074  0.1331279E+03  0.30287E-01    2     2389    -4    -5     T
     1075  0.1331673E+03  0.39374E-01    2     2391    -4    -5     T
     1076  0.1332185E+03  0.51186E-01    2     2393    -4    -5     T
     1077  0.1332850E+03  0.66542E-01    2     2395    -4    -5     T
     1078  0.1333744E+03  0.89373E-01    2     2397    -4    -5     T
     1079  0.1334787E+03  0.10427E+00    2     2399    -4    -5     T
     1080  0.1336090E+03  0.13034E+00    2     2401    -4    -5     T
     1081  0.1338045E+03  0.19550E+00    2     2403    -4    -5     T
     1082  0.1340000E+03  0.19550E+00    2     2405    -4    -5     T
     1083  0.1342500E+03  0.25000E+00    4     2409    -4    -5     T
     1084  0.1345000E+03  0.25000E+00    3     2412    -4    -5     T
     1085  0.1347500E+03  0.25000E+00    2     2414    -4    -5     T
     1086  0.1350000E+03  0.25000E+00    2     2416    -4    -5     T
     1087  0.1355000E+03  0.50000E+00    4     2420    -4    -5     T
     1088  0.1360000E+03  0.50000E+00    3     2423    -4    -5     T
     1089  0.1365000E+03  0.50000E+00    4     2427    -4    -5     T
     1090  0.1370000E+03  0.50000E+00    3     2430    -4    -5     T
     1091  0.1370010E+03  0.10000E-02    2     2432    -4    -5     T
     1092  0.1370023E+03  0.13000E-02    2     2434    -4    -5     T
     1093  0.1370040E+03  0.16900E-02    2     2436    -4    -5     T
     1094  0.1370062E+03  0.21970E-02    2     2438    -4    -5     T
     1095  0.1370090E+03  0.28561E-02    2     2440    -4    -5     T
     1096  0.1370128E+03  0.37129E-02    2     2442    -4    -5     T
     1097  0.1370176E+03  0.48268E-02    2     2444    -4    -5     T
     1098  0.1370239E+03  0.62749E-02    2     2446    -4    -5     T
     1099  0.1370320E+03  0.81573E-02    2     2448    -4    -5     T
     1100  0.1370426E+03  0.10604E-01    2     2450    -4    -5     T
     1101  0.1370564E+03  0.13786E-01    2     2452    -4    -5     T
     1102  0.1370743E+03  0.17922E-01    2     2454    -4    -5     T
     1103  0.1370976E+03  0.23298E-01    2     2456    -4    -5     T
     1104  0.1371279E+03  0.30287E-01    2     2458    -4    -5     T
     1105  0.1371673E+03  0.39374E-01    2     2460    -4    -5     T
     1106  0.1372185E+03  0.51186E-01    2     2462    -4    -5     T
     1107  0.1372850E+03  0.66542E-01    3     2465    -4    -5     T
     1108  0.1373744E+03  0.89373E-01    3     2468    -4    -5     T
     1109  0.1374787E+03  0.10427E+00    3     2471    -4    -5     T
     1110  0.1376090E+03  0.13034E+00    3     2474    -4    -5     T
     1111  0.1378045E+03  0.19550E+00    4     2478    -4    -5     T
     1112  0.1380000E+03  0.19550E+00    3     2481    -4    -5     T
     1113  0.1382500E+03  0.25000E+00    4     2485    -4    -5     T
     1114  0.1385000E+03  0.25000E+00    3     2488    -4    -5     T
     1115  0.1387500E+03  0.25000E+00    2     2490    -4    -5     T
     1116  0.1390000E+03  0.25000E+00    2     2492    -4    -5     T
     1117  0.1395000E+03  0.50000E+00    3     2495    -4    -5     T
     1118  0.1400000E+03  0.50000E+00    3     2498    -4    -5     T
     1119  0.1405000E+03  0.50000E+00    4     2502    -4    -5     T
     1120  0.1410000E+03  0.50000E+00    3     2505    -4    -5     T
     1121  0.1420000E+03  0.10000E+01    4     2509    -4    -5     T
     1122  0.1420010E+03  0.10000E-02    2     2511    -4    -5     T
     1123  0.1420023E+03  0.13000E-02    2     2513    -4    -5     T
     1124  0.1420040E+03  0.16900E-02    2     2515    -4    -5     T
     1125  0.1420062E+03  0.21970E-02    2     2517    -4    -5     T
     1126  0.1420090E+03  0.28561E-02    2     2519    -4    -5     T
     1127  0.1420128E+03  0.37129E-02    2     2521    -4    -5     T
     1128  0.1420176E+03  0.48268E-02    2     2523    -4    -5     T
     1129  0.1420239E+03  0.62749E-02    2     2525    -4    -5     T
     1130  0.1420320E+03  0.81573E-02    2     2527    -4    -5     T
     1131  0.1420426E+03  0.10604E-01    2     2529    -4    -5     T
     1132  0.1420564E+03  0.13786E-01    2     2531    -4    -5     T
     1133  0.1420743E+03  0.17922E-01    2     2533    -4    -5     T
     1134  0.1420976E+03  0.23298E-01    2     2535    -4    -5     T
     1135  0.1421279E+03  0.30287E-01    2     2537    -4    -5     T
     1136  0.1421673E+03  0.39374E-01    2     2539    -4    -5     T
     1137  0.1422185E+03  0.51186E-01    2     2541    -4    -5     T
     1138  0.1422850E+03  0.66542E-01    2     2543    -4    -5     T
     1139  0.1423744E+03  0.89373E-01    3     2546    -4    -5     T
     1140  0.1424787E+03  0.10427E+00    3     2549    -4    -5     T
     1141  0.1426090E+03  0.13034E+00    3     2552    -4    -5     T
     1142  0.1428045E+03  0.19550E+00    4     2556    -4    -5     T
     1143  0.1430000E+03  0.19550E+00    3     2559    -4    -5     T
     1144  0.1430010E+03  0.10000E-02    2     2561    -4    -5     T
     1145  0.1430023E+03  0.13000E-02    2     2563    -4    -5     T
     1146  0.1430040E+03  0.16900E-02    2     2565    -4    -5     T
     1147  0.1430062E+03  0.21970E-02    2     2567    -4    -5     T
     1148  0.1430090E+03  0.28561E-02    2     2569    -4    -5     T
     1149  0.1430128E+03  0.37129E-02    2     2571    -4    -5     T
     1150  0.1430176E+03  0.48268E-02    2     2573    -4    -5     T
     1151  0.1430239E+03  0.62749E-02    2     2575    -4    -5     T
     1152  0.1430320E+03  0.81573E-02    2     2577    -4    -5     T
     1153  0.1430426E+03  0.10604E-01    2     2579    -4    -5     T
     1154  0.1430564E+03  0.13786E-01    2     2581    -4    -5     T
     1155  0.1430743E+03  0.17922E-01    2     2583    -4    -5     T
     1156  0.1430976E+03  0.23298E-01    2     2585    -4    -5     T
     1157  0.1431279E+03  0.30287E-01    2     2587    -4    -5     T
     1158  0.1431673E+03  0.39374E-01    2     2589    -4    -5     T
     1159  0.1432185E+03  0.51186E-01    2     2591    -4    -5     T
     1160  0.1432850E+03  0.66542E-01    2     2593    -4    -5     T
     1161  0.1433744E+03  0.89373E-01    2     2595    -4    -5     T
     1162  0.1434787E+03  0.10427E+00    2     2597    -4    -5     T
     1163  0.1436090E+03  0.13034E+00    2     2599    -4    -5     T
     1164  0.1438045E+03  0.19550E+00    2     2601    -4    -5     T
     1165  0.1440000E+03  0.19550E+00    2     2603    -4    -5     T
     1166  0.1440010E+03  0.10000E-02    2     2605    -4    -5     T
     1167  0.1440023E+03  0.13000E-02    2     2607    -4    -5     T
     1168  0.1440040E+03  0.16900E-02    2     2609    -4    -5     T
     1169  0.1440062E+03  0.21970E-02    2     2611    -4    -5     T
     1170  0.1440090E+03  0.28561E-02    2     2613    -4    -5     T
     1171  0.1440128E+03  0.37129E-02    2     2615    -4    -5     T
     1172  0.1440176E+03  0.48268E-02    2     2617    -4    -5     T
     1173  0.1440239E+03  0.62749E-02    2     2619    -4    -5     T
     1174  0.1440320E+03  0.81573E-02    2     2621    -4    -5     T
     1175  0.1440426E+03  0.10604E-01    2     2623    -4    -5     T
     1176  0.1440564E+03  0.13786E-01    2     2625    -4    -5     T
     1177  0.1440743E+03  0.17922E-01    3     2628    -4    -5     T
     1178  0.1440976E+03  0.23298E-01    3     2631    -4    -5     T
     1179  0.1441279E+03  0.30287E-01    3     2634    -4    -5     T
     1180  0.1441673E+03  0.39374E-01    4     2638    -4    -5     T
     1181  0.1442067E+03  0.39374E-01    3     2641    -4    -5     T
     1182  0.1442578E+03  0.51186E-01    4     2645    -4    -5     T
     1183  0.1443090E+03  0.51186E-01    3     2648    -4    -5     T
     1184  0.1443781E+03  0.69097E-01    4     2652    -4    -5     T
     1185  0.1444472E+03  0.69097E-01    4     2656    -4    -5     T
     1186  0.1445163E+03  0.69097E-01    3     2659    -4    -5     T
     1187  0.1445969E+03  0.80613E-01    3     2662    -4    -5     T
     1188  0.1446977E+03  0.10077E+00    4     2666    -4    -5     T
     1189  0.1447985E+03  0.10077E+00    4     2670    -4    -5     T
     1190  0.1448992E+03  0.10077E+00    3     2673    -4    -5     T
     1191  0.1450000E+03  0.10077E+00    3     2676    -4    -5     T
     1192  0.1450010E+03  0.10000E-02    2     2678    -4    -5     T
     1193  0.1450023E+03  0.13000E-02    2     2680    -4    -5     T
     1194  0.1450040E+03  0.16900E-02    2     2682    -4    -5     T
     1195  0.1450062E+03  0.21970E-02    2     2684    -4    -5     T
     1196  0.1450090E+03  0.28561E-02    2     2686    -4    -5     T
     1197  0.1450128E+03  0.37129E-02    2     2688    -4    -5     T
     1198  0.1450176E+03  0.48268E-02    2     2690    -4    -5     T
     1199  0.1450239E+03  0.62749E-02    2     2692    -4    -5     T
     1200  0.1450320E+03  0.81573E-02    2     2694    -4    -5     T
     1201  0.1450426E+03  0.10604E-01    2     2696    -4    -5     T
     1202  0.1450564E+03  0.13786E-01    2     2698    -4    -5     T
     1203  0.1450743E+03  0.17922E-01    2     2700    -4    -5     T
     1204  0.1450976E+03  0.23298E-01    2     2702    -4    -5     T
     1205  0.1451279E+03  0.30287E-01    2     2704    -4    -5     T
     1206  0.1451673E+03  0.39374E-01    2     2706    -4    -5     T
     1207  0.1452185E+03  0.51186E-01    2     2708    -4    -5     T
     1208  0.1452850E+03  0.66542E-01    2     2710    -4    -5     T
     1209  0.1453744E+03  0.89373E-01    2     2712    -4    -5     T
     1210  0.1454787E+03  0.10427E+00    2     2714    -4    -5     T
     1211  0.1456090E+03  0.13034E+00    2     2716    -4    -5     T
     1212  0.1458045E+03  0.19550E+00    3     2719    -4    -5     T
     1213  0.1460000E+03  0.19550E+00    3     2722    -4    -5     T
     1214  0.1460010E+03  0.10000E-02    2     2724    -4    -5     T
     1215  0.1460023E+03  0.13000E-02    2     2726    -4    -5     T
     1216  0.1460040E+03  0.16900E-02    2     2728    -4    -5     T
     1217  0.1460062E+03  0.21970E-02    2     2730    -4    -5     T
     1218  0.1460090E+03  0.28561E-02    2     2732    -4    -5     T
     1219  0.1460128E+03  0.37129E-02    2     2734    -4    -5     T
     1220  0.1460176E+03  0.48268E-02    2     2736    -4    -5     T
     1221  0.1460239E+03  0.62749E-02    2     2738    -4    -5     T
     1222  0.1460320E+03  0.81573E-02    2     2740    -4    -5     T
     1223  0.1460426E+03  0.10604E-01    2     2742    -4    -5     T
     1224  0.1460564E+03  0.13786E-01    2     2744    -4    -5     T
     1225  0.1460743E+03  0.17922E-01    2     2746    -4    -5     T
     1226  0.1460976E+03  0.23298E-01    2     2748    -4    -5     T
     1227  0.1461279E+03  0.30287E-01    2     2750    -4    -5     T
     1228  0.1461673E+03  0.39374E-01    2     2752    -4    -5     T
     1229  0.1462185E+03  0.51186E-01    2     2754    -4    -5     T
     1230  0.1462850E+03  0.66542E-01    2     2756    -4    -5     T
     1231  0.1463744E+03  0.89373E-01    2     2758    -4    -5     T
     1232  0.1464787E+03  0.10427E+00    2     2760    -4    -5     T
     1233  0.1466090E+03  0.13034E+00    2     2762    -4    -5     T
     1234  0.1468045E+03  0.19550E+00    2     2764    -4    -5     T
     1235  0.1470000E+03  0.19550E+00    2     2766    -4    -5     T
     1236  0.1470010E+03  0.10000E-02    2     2768    -4    -5     T
     1237  0.1470023E+03  0.13000E-02    2     2770    -4    -5     T
     1238  0.1470040E+03  0.16900E-02    2     2772    -4    -5     T
     1239  0.1470062E+03  0.21970E-02    2     2774    -4    -5     T
     1240  0.1470090E+03  0.28561E-02    2     2776    -4    -5     T
     1241  0.1470128E+03  0.37129E-02    2     2778    -4    -5     T
     1242  0.1470176E+03  0.48268E-02    2     2780    -4    -5     T
     1243  0.1470239E+03  0.62749E-02    2     2782    -4    -5     T
     1244  0.1470320E+03  0.81573E-02    2     2784    -4    -5     T
     1245  0.1470426E+03  0.10604E-01    2     2786    -4    -5     T
     1246  0.1470564E+03  0.13786E-01    2     2788    -4    -5     T
     1247  0.1470743E+03  0.17922E-01    2     2790    -4    -5     T
     1248  0.1470976E+03  0.23298E-01    2     2792    -4    -5     T
     1249  0.1471279E+03  0.30287E-01    2     2794    -4    -5     T
     1250  0.1471673E+03  0.39374E-01    2     2796    -4    -5     T
     1251  0.1472185E+03  0.51186E-01    2     2798    -4    -5     T
     1252  0.1472850E+03  0.66542E-01    2     2800    -4    -5     T
     1253  0.1473744E+03  0.89373E-01    2     2802    -4    -5     T
     1254  0.1474787E+03  0.10427E+00    2     2804    -4    -5     T
     1255  0.1476090E+03  0.13034E+00    2     2806    -4    -5     T
     1256  0.1478045E+03  0.19550E+00    2     2808    -4    -5     T
