 ******* Program HYDRUS
 ******* 
 Oefening 2                                                              
 Date:   3. 5.    Time:  10:32:41
 Units: L = cm   , T = hours, M = mmol 


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   3    -2.0000      -9.757 0.3669   0.2501E+01  0.3888E-02 -0.1185E+01  0.0000E+00      -1  -0.184E+00   20.00
   4    -3.0000     -10.241 0.3649   0.2385E+01  0.3986E-02 -0.1177E+01  0.0000E+00      -1  -0.183E+00   20.00
   5    -4.0000     -10.746 0.3629   0.2265E+01  0.4088E-02 -0.1169E+01  0.0000E+00      -1  -0.182E+00   20.00
   6    -5.0000     -11.274 0.3607   0.2138E+01  0.4195E-02 -0.1160E+01  0.0000E+00      -1  -0.180E+00   20.00
   7    -6.0000     -11.832 0.3584   0.2008E+01  0.4302E-02 -0.1150E+01  0.0000E+00      -1  -0.179E+00   20.00
   8    -7.0000     -12.417 0.3558   0.1901E+01  0.4369E-02 -0.1138E+01  0.0000E+00      -1  -0.177E+00   20.00
   9    -8.0000     -13.031 0.3530   0.1789E+01  0.4440E-02 -0.1127E+01  0.0000E+00      -1  -0.175E+00   20.00
  10    -9.0000     -13.679 0.3501   0.1672E+01  0.4514E-02 -0.1114E+01  0.0000E+00      -1  -0.173E+00   20.00
  11   -10.0000     -14.367 0.3470   0.1546E+01  0.4593E-02 -0.1101E+01  0.0000E+00      -1  -0.171E+00   20.00
  12   -11.0000     -15.103 0.3437   0.1426E+01  0.4656E-02 -0.1086E+01  0.0000E+00      -1  -0.169E+00   20.00
  13   -12.0000     -15.885 0.3400   0.1328E+01  0.4678E-02 -0.1069E+01  0.0000E+00      -1  -0.166E+00   20.00
  14   -13.0000     -16.717 0.3360   0.1223E+01  0.4701E-02 -0.1052E+01  0.0000E+00      -1  -0.163E+00   20.00
  15   -14.0000     -17.611 0.3318   0.1110E+01  0.4727E-02 -0.1033E+01  0.0000E+00      -1  -0.160E+00   20.00
  16   -15.0000     -18.586 0.3272   0.9874E+00  0.4754E-02 -0.1012E+01  0.0000E+00      -1  -0.157E+00   20.00
  17   -16.0000     -19.649 0.3222   0.8970E+00  0.4721E-02 -0.9894E+00  0.0000E+00      -1  -0.154E+00   20.00
  18   -17.0000     -20.796 0.3168   0.8074E+00  0.4673E-02 -0.9647E+00  0.0000E+00      -1  -0.150E+00   20.00
  19   -18.0000     -22.051 0.3110   0.7094E+00  0.4621E-02 -0.9373E+00  0.0000E+00      -1  -0.146E+00   20.00
  20   -19.0000     -23.461 0.3044   0.5994E+00  0.4563E-02 -0.9073E+00  0.0000E+00      -1  -0.141E+00   20.00
  21   -20.0000     -25.048 0.2975   0.5248E+00  0.4441E-02 -0.8750E+00  0.0000E+00      -1  -0.136E+00   20.00
  22   -21.0000     -26.809 0.2899   0.4496E+00  0.4298E-02 -0.8386E+00  0.0000E+00      -1  -0.130E+00   20.00
  23   -22.0000     -28.824 0.2812   0.3636E+00  0.4134E-02 -0.7972E+00  0.0000E+00      -1  -0.124E+00   20.00
  24   -23.0000     -31.189 0.2718   0.2922E+00  0.3929E-02 -0.7517E+00  0.0000E+00      -1  -0.117E+00   20.00
  25   -24.0000     -33.948 0.2616   0.2356E+00  0.3681E-02 -0.6997E+00  0.0000E+00      -1  -0.109E+00   20.00
  26   -25.0000     -37.282 0.2493   0.1671E+00  0.3380E-02 -0.6418E+00  0.0000E+00      -1  -0.997E-01   20.00
  27   -26.0000     -41.464 0.2367   0.1258E+00  0.3051E-02 -0.5768E+00  0.0000E+00      -1  -0.896E-01   20.00
  28   -27.0000     -46.736 0.2211   0.7948E-01  0.2642E-02 -0.5042E+00  0.0000E+00      -1  -0.783E-01   20.00
  29   -28.0000     -53.883 0.2047   0.5126E-01  0.2223E-02 -0.4202E+00  0.0000E+00      -1  -0.653E-01   20.00
  30   -29.0000     -63.421 0.1858   0.2698E-01  0.1759E-02 -0.3207E+00  0.0000E+00      -1  -0.498E-01   20.00
  31   -30.0000     -77.164 0.1649   0.1207E-01  0.1288E-02 -0.2166E+00  0.0000E+00      -1  -0.336E-01   20.00
  32   -31.0000     -96.691 0.1440   0.4823E-02  0.8825E-03 -0.1221E+00  0.0000E+00      -1  -0.190E-01   20.00
  33   -32.0000    -120.054 0.1269   0.1953E-02  0.6016E-03 -0.5460E-01  0.0000E+00      -1  -0.848E-02   20.00
  34   -33.0000    -139.066 0.1176   0.1207E-02  0.4760E-03 -0.1923E-01  0.0000E+00      -1  -0.299E-02   20.00
  35   -34.0000    -147.028 0.1137   0.9046E-03  0.4235E-03 -0.5188E-02  0.0000E+00      -1  -0.806E-03   20.00
  36   -35.0000    -149.313 0.1126   0.8175E-03  0.4084E-03 -0.1200E-02  0.0000E+00      -1  -0.186E-03   20.00
  37   -36.0000    -149.850 0.1124   0.7972E-03  0.4049E-03 -0.2635E-03  0.0000E+00      -1  -0.409E-04   20.00
  38   -37.0000    -149.968 0.1123   0.7927E-03  0.4041E-03 -0.5699E-04  0.0000E+00      -1  -0.885E-05   20.00
  39   -38.0000    -149.993 0.1123   0.7918E-03  0.4040E-03 -0.1226E-04  0.0000E+00      -1  -0.190E-05   20.00
  40   -39.0000    -149.999 0.1123   0.7916E-03  0.4039E-03 -0.2621E-05  0.0000E+00      -1  -0.407E-06   20.00
  41   -40.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.5616E-06  0.0000E+00      -1  -0.872E-07   20.00
  42   -41.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.1268E-06  0.0000E+00      -1  -0.197E-07   20.00
  43   -42.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.3019E-07  0.0000E+00      -1  -0.469E-08   20.00
  44   -43.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.6039E-08  0.0000E+00      -1  -0.938E-09   20.00
  45   -44.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  46   -45.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  47   -46.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  48   -47.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  49   -48.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  50   -49.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  51   -50.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  52   -51.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  53   -52.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  54   -53.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  55   -54.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  56   -55.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  57   -56.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  58   -57.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  59   -58.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  60   -59.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  61   -60.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  62   -61.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  63   -62.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  64   -63.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  65   -64.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  66   -65.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  67   -66.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  68   -67.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  69   -68.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  70   -69.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  71   -70.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  72   -71.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  73   -72.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  74   -73.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  75   -74.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  76   -75.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  77   -76.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  78   -77.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  79   -78.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  80   -79.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  81   -80.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
end


 Time:        6.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000      -7.226 0.3760   0.3232E+01  0.3202E-02 -0.1200E+01  0.0000E+00      -1  -0.186E+00   20.00
   2    -1.0000      -7.603 0.3747   0.3112E+01  0.3318E-02 -0.1195E+01  0.0000E+00      -1  -0.186E+00   20.00
   3    -2.0000      -7.994 0.3734   0.2998E+01  0.3427E-02 -0.1189E+01  0.0000E+00      -1  -0.185E+00   20.00
   4    -3.0000      -8.397 0.3719   0.2879E+01  0.3540E-02 -0.1183E+01  0.0000E+00      -1  -0.184E+00   20.00
   5    -4.0000      -8.816 0.3704   0.2756E+01  0.3657E-02 -0.1177E+01  0.0000E+00      -1  -0.183E+00   20.00
   6    -5.0000      -9.253 0.3689   0.2627E+01  0.3779E-02 -0.1170E+01  0.0000E+00      -1  -0.182E+00   20.00
   7    -6.0000      -9.706 0.3671   0.2514E+01  0.3877E-02 -0.1163E+01  0.0000E+00      -1  -0.181E+00   20.00
   8    -7.0000     -10.178 0.3652   0.2401E+01  0.3972E-02 -0.1155E+01  0.0000E+00      -1  -0.179E+00   20.00
   9    -8.0000     -10.669 0.3632   0.2283E+01  0.4072E-02 -0.1146E+01  0.0000E+00      -1  -0.178E+00   20.00
  10    -9.0000     -11.183 0.3611   0.2160E+01  0.4176E-02 -0.1138E+01  0.0000E+00      -1  -0.177E+00   20.00
  11   -10.0000     -11.724 0.3589   0.2030E+01  0.4285E-02 -0.1128E+01  0.0000E+00      -1  -0.175E+00   20.00
  12   -11.0000     -12.292 0.3564   0.1924E+01  0.4355E-02 -0.1117E+01  0.0000E+00      -1  -0.173E+00   20.00
  13   -12.0000     -12.886 0.3537   0.1816E+01  0.4423E-02 -0.1105E+01  0.0000E+00      -1  -0.172E+00   20.00
  14   -13.0000     -13.511 0.3509   0.1702E+01  0.4495E-02 -0.1093E+01  0.0000E+00      -1  -0.170E+00   20.00
  15   -14.0000     -14.173 0.3479   0.1582E+01  0.4571E-02 -0.1080E+01  0.0000E+00      -1  -0.168E+00   20.00
  16   -15.0000     -14.881 0.3447   0.1454E+01  0.4649E-02 -0.1066E+01  0.0000E+00      -1  -0.166E+00   20.00
  17   -16.0000     -15.633 0.3412   0.1360E+01  0.4671E-02 -0.1050E+01  0.0000E+00      -1  -0.163E+00   20.00
  18   -17.0000     -16.429 0.3374   0.1259E+01  0.4693E-02 -0.1034E+01  0.0000E+00      -1  -0.161E+00   20.00
  19   -18.0000     -17.280 0.3334   0.1152E+01  0.4717E-02 -0.1016E+01  0.0000E+00      -1  -0.158E+00   20.00
  20   -19.0000     -18.200 0.3290   0.1036E+01  0.4743E-02 -0.9965E+00  0.0000E+00      -1  -0.155E+00   20.00
  21   -20.0000     -19.203 0.3243   0.9316E+00  0.4739E-02 -0.9752E+00  0.0000E+00      -1  -0.151E+00   20.00
  22   -21.0000     -20.287 0.3192   0.8469E+00  0.4694E-02 -0.9522E+00  0.0000E+00      -1  -0.148E+00   20.00
  23   -22.0000     -21.461 0.3137   0.7551E+00  0.4646E-02 -0.9270E+00  0.0000E+00      -1  -0.144E+00   20.00
  24   -23.0000     -22.758 0.3077   0.6537E+00  0.4592E-02 -0.8988E+00  0.0000E+00      -1  -0.140E+00   20.00
  25   -24.0000     -24.215 0.3010   0.5599E+00  0.4509E-02 -0.8682E+00  0.0000E+00      -1  -0.135E+00   20.00
  26   -25.0000     -25.838 0.2940   0.4905E+00  0.4376E-02 -0.8350E+00  0.0000E+00      -1  -0.130E+00   20.00
  27   -26.0000     -27.647 0.2862   0.4131E+00  0.4228E-02 -0.7972E+00  0.0000E+00      -1  -0.124E+00   20.00
  28   -27.0000     -29.760 0.2771   0.3225E+00  0.4055E-02 -0.7564E+00  0.0000E+00      -1  -0.117E+00   20.00
  29   -28.0000     -32.245 0.2679   0.2697E+00  0.3830E-02 -0.7127E+00  0.0000E+00      -1  -0.111E+00   20.00
  30   -29.0000     -35.117 0.2573   0.2105E+00  0.3570E-02 -0.6610E+00  0.0000E+00      -1  -0.103E+00   20.00
  31   -30.0000     -38.625 0.2450   0.1502E+00  0.3266E-02 -0.6038E+00  0.0000E+00      -1  -0.938E-01   20.00
  32   -31.0000     -43.019 0.2321   0.1115E+00  0.2925E-02 -0.5389E+00  0.0000E+00      -1  -0.837E-01   20.00
  33   -32.0000     -48.592 0.2165   0.6889E-01  0.2517E-02 -0.4659E+00  0.0000E+00      -1  -0.724E-01   20.00
  34   -33.0000     -56.256 0.1995   0.4305E-01  0.2086E-02 -0.3871E+00  0.0000E+00      -1  -0.601E-01   20.00
  35   -34.0000     -66.694 0.1807   0.2308E-01  0.1640E-02 -0.2963E+00  0.0000E+00      -1  -0.460E-01   20.00
  36   -35.0000     -81.452 0.1602   0.1046E-01  0.1199E-02 -0.1980E+00  0.0000E+00      -1  -0.308E-01   20.00
  37   -36.0000    -101.623 0.1404   0.4269E-02  0.8283E-03 -0.1082E+00  0.0000E+00      -1  -0.168E-01   20.00
  38   -37.0000    -124.066 0.1248   0.1785E-02  0.5761E-03 -0.4631E-01  0.0000E+00      -1  -0.719E-02   20.00
  39   -38.0000    -140.942 0.1167   0.1140E-02  0.4643E-03 -0.1571E-01  0.0000E+00      -1  -0.244E-02   20.00
  40   -39.0000    -147.589 0.1135   0.8848E-03  0.4201E-03 -0.4152E-02  0.0000E+00      -1  -0.645E-03   20.00
  41   -40.0000    -149.442 0.1126   0.8131E-03  0.4077E-03 -0.9616E-03  0.0000E+00      -1  -0.149E-03   20.00
  42   -41.0000    -149.877 0.1123   0.7963E-03  0.4047E-03 -0.2132E-03  0.0000E+00      -1  -0.331E-04   20.00
  43   -42.0000    -149.973 0.1123   0.7925E-03  0.4041E-03 -0.4669E-04  0.0000E+00      -1  -0.725E-05   20.00
  44   -43.0000    -149.994 0.1123   0.7917E-03  0.4040E-03 -0.1019E-04  0.0000E+00      -1  -0.158E-05   20.00
  45   -44.0000    -149.999 0.1123   0.7916E-03  0.4039E-03 -0.2217E-05  0.0000E+00      -1  -0.344E-06   20.00
  46   -45.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.4831E-06  0.0000E+00      -1  -0.750E-07   20.00
  47   -46.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.1087E-06  0.0000E+00      -1  -0.169E-07   20.00
  48   -47.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.2415E-07  0.0000E+00      -1  -0.375E-08   20.00
  49   -48.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.6039E-08  0.0000E+00      -1  -0.938E-09   20.00
  50   -49.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  51   -50.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  52   -51.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  53   -52.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  54   -53.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  55   -54.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  56   -55.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  57   -56.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  58   -57.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  59   -58.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  60   -59.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  61   -60.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  62   -61.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  63   -62.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  64   -63.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  65   -64.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  66   -65.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  67   -66.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  68   -67.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  69   -68.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  70   -69.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  71   -70.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  72   -71.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  73   -72.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  74   -73.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  75   -74.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  76   -75.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  77   -76.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  78   -77.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  79   -78.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  80   -79.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  81   -80.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
end


 Time:        7.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000      -5.833 0.3802   0.3709E+01  0.2724E-02 -0.1200E+01  0.0000E+00      -1  -0.186E+00   20.00
   2    -1.0000      -6.161 0.3792   0.3596E+01  0.2838E-02 -0.1196E+01  0.0000E+00      -1  -0.186E+00   20.00
   3    -2.0000      -6.498 0.3782   0.3480E+01  0.2953E-02 -0.1192E+01  0.0000E+00      -1  -0.185E+00   20.00
   4    -3.0000      -6.846 0.3771   0.3361E+01  0.3072E-02 -0.1188E+01  0.0000E+00      -1  -0.184E+00   20.00
   5    -4.0000      -7.205 0.3761   0.3238E+01  0.3195E-02 -0.1183E+01  0.0000E+00      -1  -0.184E+00   20.00
   6    -5.0000      -7.577 0.3748   0.3120E+01  0.3311E-02 -0.1178E+01  0.0000E+00      -1  -0.183E+00   20.00
   7    -6.0000      -7.960 0.3735   0.3007E+01  0.3418E-02 -0.1172E+01  0.0000E+00      -1  -0.182E+00   20.00
   8    -7.0000      -8.357 0.3721   0.2890E+01  0.3529E-02 -0.1167E+01  0.0000E+00      -1  -0.181E+00   20.00
   9    -8.0000      -8.768 0.3706   0.2769E+01  0.3644E-02 -0.1160E+01  0.0000E+00      -1  -0.180E+00   20.00
  10    -9.0000      -9.196 0.3691   0.2644E+01  0.3764E-02 -0.1154E+01  0.0000E+00      -1  -0.179E+00   20.00
  11   -10.0000      -9.640 0.3674   0.2530E+01  0.3864E-02 -0.1147E+01  0.0000E+00      -1  -0.178E+00   20.00
  12   -11.0000     -10.102 0.3655   0.2419E+01  0.3957E-02 -0.1139E+01  0.0000E+00      -1  -0.177E+00   20.00
  13   -12.0000     -10.583 0.3635   0.2304E+01  0.4054E-02 -0.1130E+01  0.0000E+00      -1  -0.176E+00   20.00
  14   -13.0000     -11.085 0.3615   0.2183E+01  0.4156E-02 -0.1122E+01  0.0000E+00      -1  -0.174E+00   20.00
  15   -14.0000     -11.611 0.3594   0.2057E+01  0.4263E-02 -0.1112E+01  0.0000E+00      -1  -0.173E+00   20.00
  16   -15.0000     -12.164 0.3569   0.1947E+01  0.4340E-02 -0.1102E+01  0.0000E+00      -1  -0.171E+00   20.00
  17   -16.0000     -12.743 0.3543   0.1842E+01  0.4407E-02 -0.1091E+01  0.0000E+00      -1  -0.169E+00   20.00
  18   -17.0000     -13.350 0.3516   0.1731E+01  0.4476E-02 -0.1079E+01  0.0000E+00      -1  -0.168E+00   20.00
  19   -18.0000     -13.992 0.3487   0.1615E+01  0.4550E-02 -0.1066E+01  0.0000E+00      -1  -0.166E+00   20.00
  20   -19.0000     -14.674 0.3457   0.1490E+01  0.4628E-02 -0.1053E+01  0.0000E+00      -1  -0.163E+00   20.00
  21   -20.0000     -15.400 0.3423   0.1389E+01  0.4664E-02 -0.1038E+01  0.0000E+00      -1  -0.161E+00   20.00
  22   -21.0000     -16.169 0.3386   0.1292E+01  0.4686E-02 -0.1022E+01  0.0000E+00      -1  -0.159E+00   20.00
  23   -22.0000     -16.986 0.3348   0.1189E+01  0.4709E-02 -0.1004E+01  0.0000E+00      -1  -0.156E+00   20.00
  24   -23.0000     -17.864 0.3306   0.1078E+01  0.4734E-02 -0.9858E+00  0.0000E+00      -1  -0.153E+00   20.00
  25   -24.0000     -18.821 0.3261   0.9613E+00  0.4755E-02 -0.9656E+00  0.0000E+00      -1  -0.150E+00   20.00
  26   -25.0000     -19.858 0.3212   0.8803E+00  0.4712E-02 -0.9438E+00  0.0000E+00      -1  -0.147E+00   20.00
  27   -26.0000     -20.973 0.3160   0.7932E+00  0.4666E-02 -0.9202E+00  0.0000E+00      -1  -0.143E+00   20.00
  28   -27.0000     -22.190 0.3103   0.6981E+00  0.4615E-02 -0.8941E+00  0.0000E+00      -1  -0.139E+00   20.00
  29   -28.0000     -23.556 0.3039   0.5913E+00  0.4559E-02 -0.8659E+00  0.0000E+00      -1  -0.134E+00   20.00
  30   -29.0000     -25.085 0.2973   0.5227E+00  0.4437E-02 -0.8359E+00  0.0000E+00      -1  -0.130E+00   20.00
  31   -30.0000     -26.770 0.2900   0.4506E+00  0.4300E-02 -0.8025E+00  0.0000E+00      -1  -0.125E+00   20.00
  32   -31.0000     -28.686 0.2817   0.3686E+00  0.4143E-02 -0.7645E+00  0.0000E+00      -1  -0.119E+00   20.00
  33   -32.0000     -30.922 0.2728   0.2972E+00  0.3951E-02 -0.7231E+00  0.0000E+00      -1  -0.112E+00   20.00
  34   -33.0000     -33.517 0.2632   0.2438E+00  0.3717E-02 -0.6771E+00  0.0000E+00      -1  -0.105E+00   20.00
  35   -34.0000     -36.593 0.2518   0.1803E+00  0.3438E-02 -0.6253E+00  0.0000E+00      -1  -0.971E-01   20.00
  36   -35.0000     -40.390 0.2398   0.1348E+00  0.3130E-02 -0.5678E+00  0.0000E+00      -1  -0.882E-01   20.00
  37   -36.0000     -45.099 0.2259   0.9346E-01  0.2765E-02 -0.5019E+00  0.0000E+00      -1  -0.780E-01   20.00
  38   -37.0000     -51.163 0.2108   0.6036E-01  0.2375E-02 -0.4250E+00  0.0000E+00      -1  -0.660E-01   20.00
  39   -38.0000     -59.416 0.1924   0.3258E-01  0.1911E-02 -0.3416E+00  0.0000E+00      -1  -0.531E-01   20.00
  40   -39.0000     -71.370 0.1732   0.1755E-01  0.1471E-02 -0.2544E+00  0.0000E+00      -1  -0.395E-01   20.00
  41   -40.0000     -87.755 0.1533   0.7973E-02  0.1063E-02 -0.1649E+00  0.0000E+00      -1  -0.256E-01   20.00
  42   -41.0000    -109.099 0.1349   0.3338E-02  0.7371E-03 -0.8627E-01  0.0000E+00      -1  -0.134E-01   20.00
  43   -42.0000    -130.320 0.1218   0.1547E-02  0.5347E-03 -0.3453E-01  0.0000E+00      -1  -0.536E-02   20.00
  44   -43.0000    -143.672 0.1154   0.1036E-02  0.4462E-03 -0.1085E-01  0.0000E+00      -1  -0.169E-02   20.00
  45   -44.0000    -148.391 0.1131   0.8538E-03  0.4147E-03 -0.2744E-02  0.0000E+00      -1  -0.426E-03   20.00
