 ******* Program HYDRUS
 ******* 
 Oefening 2                                                              
 Date:   3. 5.    Time:  10:32:41
 Units: L = cm   , T = hours, M = mmol 


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   6    -5.0000      -3.730 0.3850   0.4545E+01  0.1873E-02 -0.1192E+01  0.0000E+00      -1  -0.185E+00   20.00
   7    -6.0000      -3.995 0.3845   0.4434E+01  0.1986E-02 -0.1189E+01  0.0000E+00      -1  -0.185E+00   20.00
   8    -7.0000      -4.267 0.3839   0.4321E+01  0.2101E-02 -0.1187E+01  0.0000E+00      -1  -0.184E+00   20.00
   9    -8.0000      -4.545 0.3833   0.4205E+01  0.2219E-02 -0.1184E+01  0.0000E+00      -1  -0.184E+00   20.00
  10    -9.0000      -4.830 0.3827   0.4092E+01  0.2334E-02 -0.1182E+01  0.0000E+00      -1  -0.184E+00   20.00
  11   -10.0000      -5.123 0.3819   0.3980E+01  0.2448E-02 -0.1179E+01  0.0000E+00      -1  -0.183E+00   20.00
  12   -11.0000      -5.423 0.3812   0.3866E+01  0.2565E-02 -0.1175E+01  0.0000E+00      -1  -0.183E+00   20.00
  13   -12.0000      -5.731 0.3804   0.3748E+01  0.2685E-02 -0.1172E+01  0.0000E+00      -1  -0.182E+00   20.00
  14   -13.0000      -6.048 0.3795   0.3634E+01  0.2800E-02 -0.1168E+01  0.0000E+00      -1  -0.181E+00   20.00
  15   -14.0000      -6.374 0.3786   0.3522E+01  0.2911E-02 -0.1164E+01  0.0000E+00      -1  -0.181E+00   20.00
  16   -15.0000      -6.709 0.3775   0.3408E+01  0.3026E-02 -0.1160E+01  0.0000E+00      -1  -0.180E+00   20.00
  17   -16.0000      -7.055 0.3765   0.3289E+01  0.3144E-02 -0.1155E+01  0.0000E+00      -1  -0.179E+00   20.00
  18   -17.0000      -7.412 0.3754   0.3168E+01  0.3265E-02 -0.1151E+01  0.0000E+00      -1  -0.179E+00   20.00
  19   -18.0000      -7.781 0.3741   0.3060E+01  0.3368E-02 -0.1145E+01  0.0000E+00      -1  -0.178E+00   20.00
  20   -19.0000      -8.161 0.3728   0.2948E+01  0.3475E-02 -0.1139E+01  0.0000E+00      -1  -0.177E+00   20.00
  21   -20.0000      -8.554 0.3714   0.2832E+01  0.3585E-02 -0.1133E+01  0.0000E+00      -1  -0.176E+00   20.00
  22   -21.0000      -8.962 0.3699   0.2712E+01  0.3699E-02 -0.1127E+01  0.0000E+00      -1  -0.175E+00   20.00
  23   -22.0000      -9.386 0.3684   0.2591E+01  0.3813E-02 -0.1120E+01  0.0000E+00      -1  -0.174E+00   20.00
  24   -23.0000      -9.826 0.3666   0.2485E+01  0.3902E-02 -0.1113E+01  0.0000E+00      -1  -0.173E+00   20.00
  25   -24.0000     -10.282 0.3648   0.2376E+01  0.3994E-02 -0.1105E+01  0.0000E+00      -1  -0.172E+00   20.00
  26   -25.0000     -10.757 0.3628   0.2262E+01  0.4090E-02 -0.1096E+01  0.0000E+00      -1  -0.170E+00   20.00
  27   -26.0000     -11.253 0.3608   0.2143E+01  0.4190E-02 -0.1088E+01  0.0000E+00      -1  -0.169E+00   20.00
  28   -27.0000     -11.773 0.3587   0.2018E+01  0.4295E-02 -0.1078E+01  0.0000E+00      -1  -0.167E+00   20.00
  29   -28.0000     -12.319 0.3562   0.1919E+01  0.4358E-02 -0.1067E+01  0.0000E+00      -1  -0.166E+00   20.00
  30   -29.0000     -12.887 0.3537   0.1815E+01  0.4423E-02 -0.1056E+01  0.0000E+00      -1  -0.164E+00   20.00
  31   -30.0000     -13.484 0.3510   0.1707E+01  0.4492E-02 -0.1045E+01  0.0000E+00      -1  -0.162E+00   20.00
  32   -31.0000     -14.114 0.3482   0.1592E+01  0.4564E-02 -0.1032E+01  0.0000E+00      -1  -0.160E+00   20.00
  33   -32.0000     -14.784 0.3452   0.1470E+01  0.4641E-02 -0.1019E+01  0.0000E+00      -1  -0.158E+00   20.00
  34   -33.0000     -15.495 0.3418   0.1377E+01  0.4667E-02 -0.1004E+01  0.0000E+00      -1  -0.156E+00   20.00
  35   -34.0000     -16.245 0.3383   0.1282E+01  0.4688E-02 -0.9889E+00  0.0000E+00      -1  -0.154E+00   20.00
  36   -35.0000     -17.041 0.3345   0.1182E+01  0.4711E-02 -0.9723E+00  0.0000E+00      -1  -0.151E+00   20.00
  37   -36.0000     -17.895 0.3305   0.1074E+01  0.4735E-02 -0.9543E+00  0.0000E+00      -1  -0.148E+00   20.00
  38   -37.0000     -18.824 0.3261   0.9610E+00  0.4755E-02 -0.9350E+00  0.0000E+00      -1  -0.145E+00   20.00
  39   -38.0000     -19.827 0.3214   0.8826E+00  0.4713E-02 -0.9143E+00  0.0000E+00      -1  -0.142E+00   20.00
  40   -39.0000     -20.902 0.3163   0.7986E+00  0.4669E-02 -0.8919E+00  0.0000E+00      -1  -0.139E+00   20.00
  41   -40.0000     -22.071 0.3109   0.7072E+00  0.4620E-02 -0.8673E+00  0.0000E+00      -1  -0.135E+00   20.00
  42   -41.0000     -23.373 0.3048   0.6054E+00  0.4566E-02 -0.8407E+00  0.0000E+00      -1  -0.131E+00   20.00
  43   -42.0000     -24.825 0.2984   0.5337E+00  0.4458E-02 -0.8124E+00  0.0000E+00      -1  -0.126E+00   20.00
  44   -43.0000     -26.422 0.2915   0.4653E+00  0.4328E-02 -0.7814E+00  0.0000E+00      -1  -0.121E+00   20.00
  45   -44.0000     -28.214 0.2838   0.3887E+00  0.4181E-02 -0.7461E+00  0.0000E+00      -1  -0.116E+00   20.00
  46   -45.0000     -30.296 0.2751   0.3100E+00  0.4007E-02 -0.7082E+00  0.0000E+00      -1  -0.110E+00   20.00
  47   -46.0000     -32.714 0.2662   0.2602E+00  0.3789E-02 -0.6679E+00  0.0000E+00      -1  -0.104E+00   20.00
  48   -47.0000     -35.507 0.2558   0.2027E+00  0.3536E-02 -0.6204E+00  0.0000E+00      -1  -0.964E-01   20.00
  49   -48.0000     -38.897 0.2442   0.1479E+00  0.3246E-02 -0.5680E+00  0.0000E+00      -1  -0.882E-01   20.00
  50   -49.0000     -43.078 0.2319   0.1112E+00  0.2922E-02 -0.5091E+00  0.0000E+00      -1  -0.791E-01   20.00
  51   -50.0000     -48.339 0.2170   0.6988E-01  0.2534E-02 -0.4441E+00  0.0000E+00      -1  -0.690E-01   20.00
  52   -51.0000     -55.446 0.2013   0.4603E-01  0.2136E-02 -0.3723E+00  0.0000E+00      -1  -0.578E-01   20.00
  53   -52.0000     -64.750 0.1838   0.2549E-01  0.1714E-02 -0.2877E+00  0.0000E+00      -1  -0.447E-01   20.00
  54   -53.0000     -77.735 0.1642   0.1191E-01  0.1279E-02 -0.1983E+00  0.0000E+00      -1  -0.308E-01   20.00
  55   -54.0000     -96.012 0.1445   0.4933E-02  0.8933E-03 -0.1168E+00  0.0000E+00      -1  -0.181E-01   20.00
  56   -55.0000    -118.379 0.1281   0.2189E-02  0.6246E-03 -0.5613E-01  0.0000E+00      -1  -0.872E-02   20.00
  57   -56.0000    -137.167 0.1185   0.1283E-02  0.4890E-03 -0.2132E-01  0.0000E+00      -1  -0.331E-02   20.00
  58   -57.0000    -146.195 0.1141   0.9376E-03  0.4292E-03 -0.6274E-02  0.0000E+00      -1  -0.974E-03   20.00
  59   -58.0000    -149.057 0.1127   0.8278E-03  0.4102E-03 -0.1558E-02  0.0000E+00      -1  -0.242E-03   20.00
  60   -59.0000    -149.781 0.1124   0.7999E-03  0.4054E-03 -0.3622E-03  0.0000E+00      -1  -0.563E-04   20.00
  61   -60.0000    -149.950 0.1123   0.7934E-03  0.4042E-03 -0.8257E-04  0.0000E+00      -1  -0.128E-04   20.00
  62   -61.0000    -149.989 0.1123   0.7919E-03  0.4040E-03 -0.1871E-04  0.0000E+00      -1  -0.291E-05   20.00
  63   -62.0000    -149.997 0.1123   0.7916E-03  0.4039E-03 -0.4228E-05  0.0000E+00      -1  -0.657E-06   20.00
  64   -63.0000    -149.999 0.1123   0.7915E-03  0.4039E-03 -0.9542E-06  0.0000E+00      -1  -0.148E-06   20.00
  65   -64.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.2234E-06  0.0000E+00      -1  -0.347E-07   20.00
  66   -65.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.4831E-07  0.0000E+00      -1  -0.750E-08   20.00
  67   -66.0000    -150.000 0.1123   0.7915E-03  0.4039E-03 -0.6039E-08  0.0000E+00      -1  -0.938E-09   20.00
  68   -67.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  69   -68.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  70   -69.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  71   -70.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  72   -71.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  73   -72.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  74   -73.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  75   -74.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  76   -75.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  77   -76.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  78   -77.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  79   -78.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  80   -79.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
  81   -80.0000    -150.000 0.1123   0.7915E-03  0.4039E-03  0.0000E+00  0.0000E+00      -1   0.000E+00   20.00
end
